"Klanten adressenlijst","Nevolution 2.0 (c) 3WT ICT Solutions","Klantcode van	",":",,"Datum : 9-2-2026","Klantcode tm		",":","ZZZZZZZZZZZZZZZ","Pagina 1 van 1","Naam en adres","Telefoon","E-mail",,"000000","Standaard debiteur","T:","M:",,,"F:","P:",,,"NL",,"Inhaber:",,,"F:",,"O:",
"Klanten adressenlijst","Nevolution 2.0 (c) 3WT ICT Solutions","Klantcode van	",":",,"Datum : 9-2-2026","Klantcode tm		",":","ZZZZZZZZZZZZZZZ","Pagina 1 van 1","Naam en adres","Telefoon","E-mail","Molenstraat 42","001","Krimpen BV","T:","M:",,"0165 318500","F:","P:","info@krimpen.nl",,"DE","4758AB","Inhaber:","Standaardbuiten",,"F:","0165 312429","O:",
"Klanten adressenlijst","Nevolution 2.0 (c) 3WT ICT Solutions","Klantcode van	",":",,"Datum : 9-2-2026","Klantcode tm		",":","ZZZZZZZZZZZZZZZ","Pagina 1 van 1","Naam en adres","Telefoon","E-mail","Spijk 4","002","Jan Vos","T:","M:",,,"F:","P:",,,"NL","4261KE","Inhaber:","Wijk en Aalburg",,"F:",,"O:",
"Klanten adressenlijst","Nevolution 2.0 (c) 3WT ICT Solutions","Klantcode van	",":",,"Datum : 9-2-2026","Klantcode tm		",":","ZZZZZZZZZZZZZZZ","Pagina 1 van 1","Naam en adres","Telefoon","E-mail","John Lijsenstraat 59","003","Boomkwekerij Lodders B.V.","T:","M:",,"0032-33159550","F:","P:","info@lodders.be",,"BE","2321","Inhaber:","Meer",,"F:",,"O:","info@lodders.be"
"Klanten adressenlijst","Nevolution 2.0 (c) 3WT ICT Solutions","Klantcode van	",":",,"Datum : 9-2-2026","Klantcode tm		",":","ZZZZZZZZZZZZZZZ","Pagina 1 van 1","Naam en adres","Telefoon","E-mail","Heesakker 10","004","Joost Sterke","T:","M:",,,"F:","P:",,,"NL","5076PR","Inhaber:","Haaren",,"F:",,"O:",
"Klanten adressenlijst","Nevolution 2.0 (c) 3WT ICT Solutions","Klantcode van	",":",,"Datum : 9-2-2026","Klantcode tm		",":","ZZZZZZZZZZZZZZZ","Pagina 1 van 1","Naam en adres","Telefoon","E-mail","Molenstraat 42","10","Van Krimpen","T:","M:",,"0165 318500","F:","P:",,,"NL","4758AB","Inhaber:","Standdaarbuiten",,"F:",,"O:",
"Klanten adressenlijst","Nevolution 2.0 (c) 3WT ICT Solutions","Klantcode van	",":",,"Datum : 9-2-2026","Klantcode tm		",":","ZZZZZZZZZZZZZZZ","Pagina 1 van 1","Naam en adres","Telefoon","E-mail","Chemnitzer Straße 23","100","Baumschule Peter Haag","T:","M:",,"0711-723900","F:","P:","info@einkaufsgarten.de",,"DE","70597","Inhaber:","Stuttgart",,"F:","0711-7280704","O:","info@einkaufsgarten.de"
"Klanten adressenlijst","Nevolution 2.0 (c) 3WT ICT Solutions","Klantcode van	",":",,"Datum : 9-2-2026","Klantcode tm		",":","ZZZZZZZZZZZZZZZ","Pagina 1 van 1","Naam en adres","Telefoon","E-mail","Duiksehoef 6","1000","Manage Duikse Hoef","T:","M:",,,"F:","P:","info@manageduiksehoef.nl","info@manageduiksehoef.nl","NL","5175 PG","Inhaber:","Loon op Zand","Esmée Versteeg","F:",,"O:","info@manageduiksehoef.nl"
"Klanten adressenlijst","Nevolution 2.0 (c) 3WT ICT Solutions","Klantcode van	",":",,"Datum : 9-2-2026","Klantcode tm		",":","ZZZZZZZZZZZZZZZ","Pagina 1 van 1","Naam en adres","Telefoon","E-mail","Peterhof 1","111","Peterhof Pflanzen","T:","M:","017638007238","06344-5080561","F:","P:","ralf.grossheinrich@t-online.de",,"DE","67454","Inhaber:","Hanhofen",,"F:","06344-5080562","O:","ralf.grossheinrich@t-online.de"
"Klanten adressenlijst","Nevolution 2.0 (c) 3WT ICT Solutions","Klantcode van	",":",,"Datum : 9-2-2026","Klantcode tm		",":","ZZZZZZZZZZZZZZZ","Pagina 1 van 1","Naam en adres","Telefoon","E-mail","Im Schollengarten 39","113","Gartencenter Heckert","T:","M:",,"07257-91330","F:","P:","bruchsal@heckert-gartencenter.de",,"DE","76646","Inhaber:","Bruchsal",,"F:","07257-913339","O:",
